Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,157.49000549316406,157.49000549316406,152.2100067138672,155.02999877929688,151.32757568359375,359800
2016-01-05,155.02999877929688,160.3300018310547,155.02999877929688,160.19000244140625,156.36436462402344,358300
2016-01-06,157.47000122070312,159.8800048828125,153.67999267578125,154.4600067138672,150.77117919921875,296000
2016-01-07,152.08999633789062,154.1699981689453,145.08999633789062,145.8699951171875,142.38636779785156,405000
2016-01-08,146.77000427246094,147.52999877929688,143.5800018310547,143.9199981689453,140.48291015625,315600
2016-01-11,144.6199951171875,145.25,140.8000030517578,142.30999755859375,138.9113311767578,320700
2016-01-12,143.86000061035156,144.3800048828125,141.4199981689453,144.07000732421875,140.62933349609375,365900
2016-01-13,144.77000427246094,145.55999755859375,139.63999938964844,140.05999755859375,136.71507263183594,281800
2016-01-14,140.8699951171875,142.72999572753906,139.0800018310547,141.1300048828125,137.75955200195312,263300
2016-01-15,138.1199951171875,139.97000122070312,136.9600067138672,139.27000427246094,135.9439697265625,356800
2016-01-19,141.0,141.19000244140625,138.0,138.7899932861328,135.4754180908203,471900
2016-01-20,136.02000427246094,138.47999572753906,131.7899932861328,136.0500030517578,132.80088806152344,449700
2016-01-21,136.86000061035156,139.9499969482422,135.60000610351562,137.9600067138672,134.6652374267578,337400
2016-01-22,140.41000366210938,142.05999755859375,139.11000061035156,140.5500030517578,137.19338989257812,318500
2016-01-25,139.72000122070312,139.85000610351562,134.64999389648438,134.83999633789062,131.6197509765625,300300
2016-01-26,135.39999389648438,138.8300018310547,135.10000610351562,137.97999572753906,134.68475341796875,199700
2016-01-27,137.11000061035156,140.2100067138672,135.58999633789062,136.8699951171875,133.60125732421875,326500
2016-01-28,137.97000122070312,139.17999267578125,134.27999877929688,135.4199981689453,132.18588256835938,433200
2016-01-29,137.1999969482422,140.9199981689453,135.50999450683594,140.72000122070312,137.35931396484375,368700
2016-02-01,139.5500030517578,140.82000732421875,137.80999755859375,137.97999572753906,134.68475341796875,286100
2016-02-02,135.72999572753906,137.0500030517578,133.36000061035156,134.39999389648438,131.1902618408203,362800
2016-02-03,132.60000610351562,132.60000610351562,118.0,118.72000122070312,115.88473510742188,1057900
2016-02-04,117.16000366210938,117.98999786376953,114.38999938964844,117.76000213623047,114.94766235351562,879400
2016-02-05,116.94999694824219,117.54000091552734,109.80999755859375,111.27999877929688,108.62242126464844,769800
