Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,87.83999633789062,87.83999633789062,85.81999969482422,86.38999938964844,79.50138854980469,555400
2016-01-05,86.38999938964844,86.52999877929688,85.0999984741211,85.87999725341797,79.03206634521484,299300
2016-01-06,84.54000091552734,85.13999938964844,83.1500015258789,83.6500015258789,76.97988891601562,417100
2016-01-07,82.01000213623047,82.62999725341797,80.66000366210938,80.94000244140625,74.48599243164062,344100
2016-01-08,81.37000274658203,81.61000061035156,80.5199966430664,80.63999938964844,74.20988464355469,552900
2016-01-11,80.66000366210938,81.08000183105469,78.8499984741211,79.68000030517578,73.32645416259766,344800
2016-01-12,80.41999816894531,81.33000183105469,78.7300033569336,79.94999694824219,73.57490539550781,644000
2016-01-13,80.12999725341797,81.19000244140625,78.25,78.30000305175781,72.0564956665039,652400
2016-01-14,78.4800033569336,81.38999938964844,78.12000274658203,80.63999938964844,74.20988464355469,456000
2016-01-15,78.73999786376953,80.0999984741211,78.30999755859375,79.55000305175781,73.20682525634766,387400
2016-01-19,80.30999755859375,80.31999969482422,77.80999755859375,78.5,72.24053955078125,353200
2016-01-20,77.55999755859375,78.33000183105469,75.16999816894531,77.81999969482422,71.61475372314453,566700
2016-01-21,78.19999694824219,78.83999633789062,77.05999755859375,78.26000213623047,72.0196762084961,695700
2016-01-22,78.62000274658203,80.62999725341797,78.62000274658203,80.08999633789062,73.70374298095703,445900
2016-01-25,79.75,79.9800033569336,78.68000030517578,79.47000122070312,73.13318634033203,736100
2016-01-26,79.62000274658203,80.70999908447266,79.25,80.12999725341797,73.74055480957031,559100
2016-01-27,80.2300033569336,81.01000213623047,79.04000091552734,79.62999725341797,73.28042602539062,509100
2016-01-28,80.25,80.72000122070312,79.44999694824219,80.58999633789062,74.16387939453125,422400
2016-01-29,81.05999755859375,83.68000030517578,80.79000091552734,83.68000030517578,77.00749206542969,489700
2016-02-01,83.16999816894531,83.7300033569336,82.66000366210938,83.51000213623047,76.85105895996094,290700
2016-02-02,82.54000091552734,82.97000122070312,81.80999755859375,81.93000030517578,75.39705657958984,242800
2016-02-03,82.44000244140625,83.58999633789062,80.94999694824219,83.30999755859375,76.6670150756836,589100
2016-02-04,85.0,90.13999938964844,85.0,87.66000366210938,80.67012023925781,922700
2016-02-05,87.69999694824219,87.80000305175781,86.01000213623047,86.62000274658203,79.71304321289062,595100
2016-02-08,85.68000030517578,87.0,85.3499984741211,86.52999877929688,79.6302490234375,526000
2016-02-09,85.76000213623047,86.95999908447266,85.55000305175781,85.83000183105469,78.98605346679688,552200
2016-02-10,86.19000244140625,87.05999755859375,85.45999908447266,85.58999633789062,78.76519012451172,449600
2016-02-11,84.47000122070312,85.22000122070312,83.2300033569336,83.6500015258789,76.97988891601562,560800
2016-02-12,84.51000213623047,85.33000183105469,83.66999816894531,83.88999938964844,77.20075225830078,653300
2016-02-16,84.80000305175781,85.36000061035156,83.62999725341797,84.43000030517578,77.9765396118164,1306300
2016-02-17,85.18000030517578,87.91999816894531,85.16999816894531,87.7300033569336,81.02429962158203,655400
2016-02-18,88.0,88.69000244140625,87.55000305175781,88.05000305175781,81.31986236572266,597600
2016-02-19,87.87000274658203,88.66999816894531,87.69999694824219,87.88999938964844,81.17207336425781,511600
2016-02-22,88.87000274658203,89.86000061035156,87.7300033569336,88.69999694824219,81.92017364501953,259900
2016-02-23,88.2300033569336,89.81999969482422,88.22000122070312,88.63999938964844,81.86476135253906,785500
2016-02-24,87.61000061035156,88.58000183105469,87.08999633789062,88.20999908447266,81.46760559082031,442800
2016-02-25,88.33000183105469,89.18000030517578,88.33000183105469,89.08999633789062,82.28034210205078,568900
2016-02-26,89.56999969482422,90.63999938964844,89.11000061035156,90.44000244140625,83.52716064453125,337500
2016-02-29,90.2699966430664,90.94000244140625,90.05000305175781,90.16000366210938,83.2685546875,350600
2016-03-01,91.05999755859375,92.25,90.47000122070312,91.95999908447266,84.93095397949219,361200
2016-03-02,91.6500015258789,92.97000122070312,91.62000274658203,92.94000244140625,85.83609771728516,290000
2016-03-03,92.95999908447266,93.72000122070312,92.3499984741211,93.38999938964844,86.25167846679688,307700
2016-03-04,93.16999816894531,94.5999984741211,93.16999816894531,93.93000030517578,86.75041198730469,360700
2016-03-07,93.58999633789062,94.31999969482422,93.36000061035156,93.9800033569336,86.79659271240234,332000
2016-03-08,93.37999725341797,94.16999816894531,92.56999969482422,94.02999877929688,86.84276580810547,506700
2016-03-09,94.2699966430664,94.6500015258789,93.97000122070312,94.37999725341797,87.16600036621094,305500
2016-03-10,94.77999877929688,95.08999633789062,93.45999908447266,95.06999969482422,87.80326843261719,431400
2016-03-11,95.83000183105469,96.27999877929688,95.26000213623047,95.80000305175781,88.47747039794922,260000
2016-03-14,95.30999755859375,96.0,94.2300033569336,94.62999725341797,87.39688110351562,308700
2016-03-15,94.13999938964844,95.30999755859375,93.33000183105469,94.95999908447266,87.70166778564453,293400
2016-03-16,94.95999908447266,95.63999938964844,94.25,95.08000183105469,87.81249237060547,855700
2016-03-17,95.25,98.0,95.19000244140625,97.54000091552734,90.08448028564453,610100
2016-03-18,97.19000244140625,98.6500015258789,97.19000244140625,98.26000213623047,90.74943542480469,621000
2016-03-21,97.9800033569336,98.33999633789062,97.27999877929688,98.11000061035156,90.61091613769531,251500
2016-03-22,98.0,98.77999877929688,97.38999938964844,98.23999786376953,90.73096466064453,479300
2016-03-23,97.76000213623047,98.55999755859375,96.9000015258789,97.80000305175781,90.32459259033203,253700
2016-03-24,97.1500015258789,97.37000274658203,96.55000305175781,97.27999877929688,89.84435272216797,334700
2016-03-28,97.52999877929688,97.94000244140625,97.12999725341797,97.5199966430664,90.06599426269531,272500
2016-03-29,97.5,99.38999938964844,97.47000122070312,98.75,91.20196533203125,576000
2016-03-30,99.0,100.0999984741211,98.61000061035156,99.79000091552734,92.16249084472656,435100
2016-03-31,99.79000091552734,100.12000274658203,98.87000274658203,99.5,91.89466094970703,330800
2016-04-01,98.87999725341797,100.08999633789062,98.3499984741211,99.79000091552734,92.16249084472656,412600
2016-04-04,99.69999694824219,99.9000015258789,98.06999969482422,98.37999725341797,90.86024475097656,343500
2016-04-05,97.73999786376953,99.56999969482422,97.55999755859375,99.02999877929688,91.46057891845703,418100
2016-04-06,99.12000274658203,99.44999694824219,98.01000213623047,99.30000305175781,91.7099380493164,236700
2016-04-07,98.80000305175781,99.26000213623047,98.23999786376953,98.98999786376953,91.42364501953125,323200
2016-04-08,99.7699966430664,100.36000061035156,98.61000061035156,99.0199966430664,91.45133972167969,201900
2016-04-11,99.2300033569336,100.29000091552734,98.68000030517578,98.68000030517578,91.13735961914062,209900
2016-04-12,99.0199966430664,100.0,98.91000366210938,99.55000305175781,91.94083404541016,185700
2016-04-13,100.0,100.69000244140625,99.58000183105469,100.19000244140625,92.53191375732422,351300
2016-04-14,100.16000366210938,101.62000274658203,100.16000366210938,101.27999877929688,93.53858947753906,300900
2016-04-15,101.29000091552734,102.11000061035156,101.19999694824219,102.0,94.20356750488281,227200
2016-04-18,101.4000015258789,102.41000366210938,101.33000183105469,102.18000030517578,94.36981201171875,176400
2016-04-19,102.54000091552734,103.44000244140625,101.91000366210938,102.69999694824219,94.85005950927734,299300
2016-04-20,102.68000030517578,103.41999816894531,101.54000091552734,101.80999755859375,94.02810668945312,391300
2016-04-21,101.56999969482422,102.38999938964844,101.56999969482422,101.69999694824219,93.92648315429688,258400
2016-04-22,102.0199966430664,102.16999816894531,100.55999755859375,100.66999816894531,92.97523498535156,728900
2016-04-25,100.22000122070312,100.58000183105469,99.5199966430664,99.77999877929688,92.15325164794922,424000
2016-04-26,100.11000061035156,100.58000183105469,99.56999969482422,99.9000015258789,92.26407623291016,737500
2016-04-27,102.38999938964844,105.79000091552734,101.58999633789062,103.94999694824219,96.00450897216797,959100
2016-04-28,104.08000183105469,105.43000030517578,102.63999938964844,103.2300033569336,95.33956146240234,768800
2016-04-29,103.0,103.0,101.02999877929688,101.9000015258789,94.11122131347656,1044900
2016-05-02,102.04000091552734,103.98999786376953,101.37000274658203,103.5199966430664,95.60738372802734,597700
2016-05-03,102.77999877929688,102.86000061035156,100.5999984741211,100.77999877929688,93.07681274414062,478900
2016-05-04,100.51000213623047,100.52999877929688,98.9800033569336,99.63999938964844,92.0239486694336,490400
2016-05-05,100.12999725341797,101.51000213623047,99.93000030517578,100.98999786376953,93.27076721191406,641700
2016-05-06,100.5999984741211,102.06999969482422,100.47000122070312,102.05999755859375,94.25897979736328,295000
2016-05-09,102.0,102.44999694824219,101.87000274658203,102.06999969482422,94.26822662353516,422700
2016-05-10,102.3499984741211,103.26000213623047,102.01000213623047,103.16000366210938,95.27489471435547,399600
